43,<BOS> 收到 外商投资 计 80   000 元 存入 银行 。 <EOS>,<BOS> 借方 : 银行存款   80000 贷方 : 实收资本 80000 <EOS>
44,<BOS> 收到 国家 投入 全新 的 机器设备 一台 ， 价值 34   000 元 。   <EOS>,<BOS> 借方 : 固定资产 34000 贷方 : 实收资本   34000 <EOS>
45,<BOS> 以 银行存款 2   000 元 归还 到期 的 银行借款 ( 借款 期为 半年 ) <EOS>,<BOS> 借方 : 短期借款 2000 贷方 : 银行存款   2000 <EOS>
46,<BOS> 开出 现金支票 20000 元 偿还 前欠 红光 工厂 的 材料 款 。   <EOS>,<BOS> 借方 : 应付账款 20000 贷方 : 银行存款   20000 <EOS>
47,<BOS> 向 银行 借入 1000000 元 ， 期限 三年 ， 款 已 入账 <EOS>,<BOS> 借方 : 银行存款   1000000 贷方 : 长期借款 1000000 <EOS>
48,<BOS> 收到 A 公司 捐赠 的 专利权 一项 ， 价值 50000 元 <EOS>,<BOS> 借方 : 无形资产 50000 贷方 : 营业外收入 50000 <EOS>
49,<BOS> 用 转账支票 上交 增值税 2200 元 <EOS>,<BOS> 借方 : 应交税费 2200 贷方 : 银行存款   2200 <EOS>
50,<BOS> 向 银行借款 ( 期限 9 个 月 ) 2   000 元 ， 偿还 前欠 振华 工厂 购料 款 <EOS>,<BOS> 借方 : 应付账款 2000 贷方 : 短期借款 2000 <EOS>
51,<BOS> 通过 银行 支付 职工工资 100000 元 <EOS>,<BOS> 借方 : 应付职工薪酬 100000 贷方 : 银行存款   10000 <EOS>
52,<BOS> 红星 公司 同意 将 公司 所欠 B 公司 货款 10   000 元转 作对 本 企业 的 投人 资本 <EOS>,<BOS> 借方 : 应付账款 10000 贷方 : 实收资本   10000 <EOS>
53,<BOS> 商业 汇票 50000 到期 ， 以 银行存款 支付 <EOS>,<BOS> 借方 : 应付票据 50000 贷方 : 银行存款   50000 <EOS>
54,<BOS> 以 银行存款 支付现金 股利 100000 元 <EOS>,<BOS> 借方 : 应付股利 100000 贷方 : 银行存款 100000 <EOS>
55,<BOS> 银行 承兑汇票 117000 元 到期 ， 用 银行存款 偿还 <EOS>,<BOS> 借方 : 应付票据 117000 贷方 : 银行存款   117000 <EOS>
56,<BOS> 采购员 李力 预借 差旅费 2000 元 ， 现金 付讫 <EOS>,<BOS> 借方 : 其它应收款 2000 贷方 : 库存现金 2000 <EOS>
57,<BOS> 李力 出差 回厂 报销 差旅费 2000 元 <EOS>,<BOS> 借方 : 管理费用 2000 贷方 : 其它应收款 2000 <EOS>
58,<BOS> 从 银行 提取 现金 60000 元 ， 备 发工资 <EOS>,<BOS> 借方 : 库存现金 60000 贷方 : 银行存款   60000 <EOS>
59,<BOS> 以 现金 发放 本月 职工工资 60000 元 <EOS>,<BOS> 借方 : 应付职工薪酬 60000 贷方 : 库存现金 60000 <EOS>
60,<BOS> 开出 现金支票 支付 行政 管理 部门 办公用品 费 1000 元 <EOS>,<BOS> 借方 : 管理费用 100000 贷方 : 银行存款   100000 <EOS>
61,<BOS> 以 银行存款 支付 车间 办公用品 费 500 元 <EOS>,<BOS> 借方 : 制造费用 500 贷方 : 银行存款   500 <EOS>
62,<BOS> 以 银行存款 支付 车间 机器设备 的 修理费 800 元 <EOS>,<BOS> 借方 : 制造费用 800 贷方 : 银行存款   800 <EOS>
63,<BOS> 车间 职工 回厂 报销 差旅费 1200 元 ， 以 现金支付 <EOS>,<BOS> 借方 : 制造费用 1200 贷方 : 库存现金 1200 <EOS>
64,<BOS> 支付 银行利息 2000 元 ， 已 通过 银行 转账 <EOS>,<BOS> 借方 : 财务费用 2000 贷方 : 银行存款   2000 <EOS>
65,<BOS> 以 银行存款 支付 销售 A 、 B 产品 的 广告费 1000 元 <EOS>,<BOS> 借方 : 销售费用 1000 贷方 : 银行存款   1000 <EOS>
66,<BOS> 结转 本月 销售 丙 材料 的 成本 5000 元 <EOS>,<BOS> 借方 : 其它业务成本 5000 贷方 : 原材料 5000 <EOS>
67,<BOS> 以 银行存款 支付 汇兑 手续费 900 元 <EOS>,<BOS> 借方 : 财务费用 900 贷方 : 银行存款   900 <EOS>
68,<BOS> 收到 销售 B 产品 的 价款 56160 元 ， 存入 银行 <EOS>,<BOS> 借方 : 银行存款   56160 贷方 : 应收账款 56160 <EOS>
69,<BOS> 以 银行存款 支付 外地 专设 销售 机构 的 经费 5000 元 <EOS>,<BOS> 借方 : 销售费用 5000 贷方 : 银行存款   5000 <EOS>
70,<BOS> 红星 公司 通过 银行 预付 A 产品 货款 80000 元 <EOS>,<BOS> 借方 : 银行存款   80000 贷方 : 预收账款 80000 <EOS>
71,<BOS> 接收 A 公司 投入 机器 一台 ， 价值 30000 元 <EOS>,<BOS> 借方 : 固定资产 30000 贷方 : 实收资本   30000 <EOS>
72,<BOS> 企业 对外 投资 收到 其它 单位 交来 的 投资收益 10000 元 ， 存入 银行 <EOS>,<BOS> 借方 : 银行存款   10000 贷方 : 投资收益 10000 <EOS>
73,<BOS> 按规定 应 支付 给 投资者 利润 5000 元 <EOS>,<BOS> 借方 : 利润分配 5000 贷方 : 应付股利 5000 <EOS>
74,<BOS> 以 银行存款 支付 投资者 利润 5000 元 <EOS>,<BOS> 借方 : 应付股利 5000 贷方 : 银行存款   5000 <EOS>
75,<BOS> 开出 现金支票 从 银行 提取 现金 2000 元 备用 <EOS>,<BOS> 借方 : 库存现金 2000 贷方 : 银行存款   2000 <EOS>
76,<BOS> 用 现金支付 生产 车间 办公用品 费 440 元 <EOS>,<BOS> 借方 : 制造费用 440 贷方 : 库存现金 440 <EOS>
77,<BOS> 收到 盛达 公司 前欠 货款 80000 元 ， 存入 银行 <EOS>,<BOS> 借方 : 银行存款   80000 贷方 : 应收账款 80000 <EOS>
78,<BOS> 接到 开户银行 的 通知 ， 收到 光明 公司 前欠 货款 150000 元 <EOS>,<BOS> 借方 : 银行存款   150000 贷方 : 应收账款 150000 <EOS>
79,<BOS> 接到 开户银行 的 通知 ， 胜利 工厂 签发 并 承兑 的 商业 汇票 已 到期 ， 收到 胜利 工厂 支付 的 票据 款 120000 元 <EOS>,<BOS> 借方 : 银行存款   120000 贷方 : 应收票据 120000 <EOS>
80,<BOS> 向 宏达 公司 购买 一批 甲 材料 ， 按 合同规定 ， 东方公司 用 银行存款 预付 购 货款 50000 元 <EOS>,<BOS> 借方 : 预付账款 50000 贷方 : 银行存款   50000 <EOS>
81,<BOS> 厂部 办公室 张强 因公 出差 ， 预借 差旅费 800 元 ， 付以 现金 <EOS>,<BOS> 借方 : 其它应收款 800 贷方 : 库存现金 800 <EOS>
82,<BOS> 用 银行存款 支付 公司 下 年度 的 报刊 订阅费 1200 元 <EOS>,<BOS> 借方 : 待摊费用 1200 贷方 : 银行存款   1200 <EOS>
83,<BOS> 从 市场 上 购入 一台 设备 ， 价值 100000 元 ， 设备 已 收到 并 交付 生产 使用 ， 款项 已 通过 银行 支付 <EOS>,<BOS> 借方 : 固定资产 100000 贷方 : 银行存款   100000 <EOS>
84,<BOS> 用 银行存款 240000 元 从 其它 单位 购入 一项 专利权 <EOS>,<BOS> 借方 : 无形资产 240000 贷方 : 银行存款   240000 <EOS>
85,<BOS> 专利权 分 10 年 平均 摊销 ， 本月 的 摊销 额为 2000 元 <EOS>,<BOS> 借方 : 管理费用 2000 贷方 : 无形资产 2000 <EOS>
86,<BOS> 东方公司 原借 中国银行 的 一笔 短期借款 到期 ， 本金 500000 元 ， 用 银行存款 归还 <EOS>,<BOS> 借方 : 短期借款 500000 贷方 : 银行存款   500000 <EOS>
87,<BOS> 用 银行存款 支付 上述 欠 新华 公司 的 购料 款 81900 元 <EOS>,<BOS> 借方 : 应付账款 81900 贷方 : 银行存款   81900 <EOS>
88,<BOS> 用 现金 发放 本月份 职工工资 24000 元 <EOS>,<BOS> 借方 : 应付职工薪酬 24000 贷方 : 库存现金 24000 <EOS>
89,<BOS> 计提 本月份 应 负担 的 短期借款 利息 4000 元 <EOS>,<BOS> 借方 : 财务费用 4000 贷方 : 预提费用 4000 <EOS>
90,<BOS> 用 银行存款 支付 第四季度 的 银行借款 利息 10000 元 ， 该 利息 已 按 月 预提 <EOS>,<BOS> 借方 : 预提费用 10000 贷方 : 银行存款   10000 <EOS>
91,<BOS>   结转 本月份 销售 乙 材料 的 成本 30000 元 <EOS>,<BOS> 借方 : 其它 业务 支出 30000 贷方 : 原材料 30000 <EOS>
92,<BOS> 银行存款 支付 本月份 销售 A 、 B 产品 的 运输费 、 包装费 、 保险费 等计 15000 元 <EOS>,<BOS> 借方 : 营业费用 15000 贷方 : 银行存款   15000 <EOS>
93,<BOS> 因 对外 投资 收到 投资 单位 分来 的 投资 利润 220000 元 ， 存入 银行 <EOS>,<BOS> 借方 : 银行存款   220000 贷方 : 投资收益 220000 <EOS>
94,<BOS> 取得 罚款 收入 3000 元 ， 存入 银行 <EOS>,<BOS> 借方 : 银行存款   3000 贷方 : 营业外收入 3000 <EOS>
95,<BOS> 向 希望工程 捐赠 人民币 150000 元 ， 款项 已 通过 银行 支付 <EOS>,<BOS> 借方 : 营业外支出 150000 贷方 : 银行存款   150000 <EOS>
96,<BOS> 结转 企业 全年 实现 的 净利润 817704 .   85 元 <EOS>,<BOS> 借方 : 本年利润 817704 .   85 贷方 : 利润分配 817704 .   85 <EOS>
97,<BOS> 按 净利润 的 10 % 提取 法定 盈余公积 81770.49 元 <EOS>,<BOS> 借方 : 利润分配 81770.49 贷方 : 盈余公积 81770.49 <EOS>
98,<BOS> 经 董事会 决定 向 投资者 分配 股利 400000 元 <EOS>,<BOS> 借方 : 利润分配 400000 贷方 : 应付股利 400000 <EOS>
